source_id,model,task,original_score,reasoning_score,category,fact_scores,primitive,application_eligible,manual_application_failure,question
medmcqa-aa9f6ffb-1c54-4556-b121-b0b5578f33e9,rl,case,0,0,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical question:
What imaging investigation is most useful for determining the position of a displaced cardiac pacemaker or implantable-defibrillator lead?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-88448a03-9101-434a-97d8-a9be98bae8f1,reference,case,0,0,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical question:
What is the name of the test in which an examiner places a hand under one heel while asking the patient to raise the opposite leg against downward resistance to assess apparent lower-limb weakness?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-88448a03-9101-434a-97d8-a9be98bae8f1,rl,case,0,0,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical question:
What is the name of the test in which an examiner places a hand under one heel while asking the patient to raise the opposite leg against downward resistance to assess apparent lower-limb weakness?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-73e6bf44-0d77-408b-8610-ad1f6e4b3734,reference,case,1,1,partial_or_wording_sensitive,"[[2, 1], [1, 2]]",False,True,,"Medical question:
What is the most likely diagnosis in a 6-year-old child who develops muscle tenderness after a febrile illness, has a creatine kinase level of 2,000, and has normal muscle mass, tone, reflexes, and neurologic examination findings?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-73e6bf44-0d77-408b-8610-ad1f6e4b3734,rl,case,1,1,partial_or_wording_sensitive,"[[2, 1], [1, 2]]",False,True,,"Medical question:
What is the most likely diagnosis in a 6-year-old child who develops muscle tenderness after a febrile illness, has a creatine kinase level of 2,000, and has normal muscle mass, tone, reflexes, and neurologic examination findings?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-03486244-ec95-4253-81cf-8035e53ac651,reference,case,2,1,some_facts_consistently_wrong,"[[0, 0], [1, 1]]",False,True,,"Medical question:
What microbiological test is most useful for detecting systemic infection and guiding antimicrobial treatment in a 7-day-old infant with a leaking meningomyelocele?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-03486244-ec95-4253-81cf-8035e53ac651,rl,case,2,1,partial_or_wording_sensitive,"[[1, 0], [1, 1]]",False,True,,"Medical question:
What microbiological test is most useful for detecting systemic infection and guiding antimicrobial treatment in a 7-day-old infant with a leaking meningomyelocele?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a28512ef-dd2c-48f1-9033-95c1d84daf47,reference,case,2,1,all_probed_facts_correct,"[[2, 2], [2, 2]]",False,True,,"Medical question:
Which neural tract is most likely affected in a patient who becomes unsteady while walking with the eyes closed and uses a high-stepping, stomping gait?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a28512ef-dd2c-48f1-9033-95c1d84daf47,rl,case,2,2,all_probed_facts_correct,"[[2, 2], [2, 2]]",False,True,,"Medical question:
Which neural tract is most likely affected in a patient who becomes unsteady while walking with the eyes closed and uses a high-stepping, stomping gait?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-9f8d3d01-cb19-46e5-83d8-e8d33ae57020,reference,case,0,0,some_facts_consistently_wrong,"[[2, 2], [0, 0]]",False,True,,"Medical question:
What impression material is most suitable for an edentulous 65-year-old patient who has received 50 Gy of radiotherapy for squamous-cell carcinoma involving two-thirds of the tongue?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-9f8d3d01-cb19-46e5-83d8-e8d33ae57020,rl,case,0,0,some_facts_consistently_wrong,"[[2, 2], [0, 0]]",False,True,,"Medical question:
What impression material is most suitable for an edentulous 65-year-old patient who has received 50 Gy of radiotherapy for squamous-cell carcinoma involving two-thirds of the tongue?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-21d61ebe-1fce-4629-b499-37b681908cc0,reference,case,0,0,all_probed_facts_wrong,"[[0, 0], [0, 0]]",False,True,,"Medical question:
What is the appropriate next management step for an infertile woman found to have bilateral cornual tubal blockage on hysterosalpingography?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-21d61ebe-1fce-4629-b499-37b681908cc0,rl,case,0,0,all_probed_facts_wrong,"[[0, 0], [0, 0]]",False,True,,"Medical question:
What is the appropriate next management step for an infertile woman found to have bilateral cornual tubal blockage on hysterosalpingography?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a115b765-ec7a-4e63-abac-50516a65b46a,reference,case,0,0,partial_or_wording_sensitive,"[[2, 2], [1, 2]]",False,True,,"Medical question:
What is the most likely diagnosis of a gingival swelling in the lower premolar region whose biopsy shows numerous endothelium-lined vascular spaces with marked fibroblast proliferation and budding endothelial cells?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a115b765-ec7a-4e63-abac-50516a65b46a,rl,case,0,0,partial_or_wording_sensitive,"[[2, 2], [1, 2]]",False,True,,"Medical question:
What is the most likely diagnosis of a gingival swelling in the lower premolar region whose biopsy shows numerous endothelium-lined vascular spaces with marked fibroblast proliferation and budding endothelial cells?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-23e4f458-0d08-4562-8a80-4b5a1a1df64f,reference,case,0,0,partial_or_wording_sensitive,"[[0, 2], [2, 0]]",False,False,,"Medical question:
What is the most likely diagnosis in a woman with altered sensorium, blood pressure of 88/67 mmHg, pulse of 60/min, rectal temperature of 34°C, constipation, dry skin, and menorrhagia?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-23e4f458-0d08-4562-8a80-4b5a1a1df64f,rl,case,0,0,partial_or_wording_sensitive,"[[0, 2], [2, 0]]",False,False,,"Medical question:
What is the most likely diagnosis in a woman with altered sensorium, blood pressure of 88/67 mmHg, pulse of 60/min, rectal temperature of 34°C, constipation, dry skin, and menorrhagia?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-0aa56b89-1692-494c-b14f-f794ca9821ec,reference,case,0,0,all_probed_facts_wrong,"[[0, 0], [0, 0]]",False,False,,"Medical question:
What is the most likely diagnosis in a 1-month-old infant with conjugated hyperbilirubinemia, intrahepatic cholestasis, and PAS-positive red granules within hepatocytes on liver biopsy?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-0aa56b89-1692-494c-b14f-f794ca9821ec,rl,case,0,0,all_probed_facts_wrong,"[[0, 0], [0, 0]]",False,False,,"Medical question:
What is the most likely diagnosis in a 1-month-old infant with conjugated hyperbilirubinemia, intrahepatic cholestasis, and PAS-positive red granules within hepatocytes on liver biopsy?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-aadafd4c-cb37-460b-8e6f-28f42d01dd60,reference,case,0,0,some_facts_consistently_wrong,"[[1, 2], [0, 0]]",False,False,,"Medical question:
What is the most likely mechanism of a persistently dilated pupil that fails to constrict after topical administration of 1% pilocarpine?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-aadafd4c-cb37-460b-8e6f-28f42d01dd60,rl,case,0,0,some_facts_consistently_wrong,"[[1, 2], [0, 0]]",False,False,,"Medical question:
What is the most likely mechanism of a persistently dilated pupil that fails to constrict after topical administration of 1% pilocarpine?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-16533187-64d0-47f9-be71-dba4d56615fe,reference,case,1,1,partial_or_wording_sensitive,"[[2, 2], [0, 2]]",False,False,,"Medical question:
What is the appropriate initial respiratory management for a 1.5-kg infant born at 32 weeks who has moderate respiratory difficulty and a respiratory rate of 70/min?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-16533187-64d0-47f9-be71-dba4d56615fe,rl,case,1,1,partial_or_wording_sensitive,"[[0, 2], [0, 2]]",False,False,,"Medical question:
What is the appropriate initial respiratory management for a 1.5-kg infant born at 32 weeks who has moderate respiratory difficulty and a respiratory rate of 70/min?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-137a6893-800d-4ef6-a9b9-8e55a19b5476,reference,case,2,2,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical question:
What color does viable myocardium develop after staining with triphenyltetrazolium chloride during an autopsy examination for suspected acute myocardial infarction?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-137a6893-800d-4ef6-a9b9-8e55a19b5476,rl,case,2,2,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical question:
What color does viable myocardium develop after staining with triphenyltetrazolium chloride during an autopsy examination for suspected acute myocardial infarction?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a570d3c3-865a-41b6-8e21-dccbf7feec4c,reference,case,0,0,partial_or_wording_sensitive,"[[2, 0]]",True,False,,"Medical question:
According to the regional antimalarial policy described, what drug regimen is appropriate for Plasmodium falciparum malaria acquired in northeastern India?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a570d3c3-865a-41b6-8e21-dccbf7feec4c,rl,case,0,0,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical question:
According to the regional antimalarial policy described, what drug regimen is appropriate for Plasmodium falciparum malaria acquired in northeastern India?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-94cfe1dc-7810-4c50-af95-87a3c560f6bb,reference,case,1,0,partial_or_wording_sensitive,"[[2, 1], [1, 1]]",False,True,,"Medical question:
What is the most likely diagnosis in an intravenous drug user with 10 days of fever, bilateral lower-lobe necrotizing consolidation, and a right-sided pyopneumothorax?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-94cfe1dc-7810-4c50-af95-87a3c560f6bb,rl,case,1,0,partial_or_wording_sensitive,"[[2, 1], [1, 1]]",False,True,,"Medical question:
What is the most likely diagnosis in an intravenous drug user with 10 days of fever, bilateral lower-lobe necrotizing consolidation, and a right-sided pyopneumothorax?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-24ee7b54-bd3e-4152-9a09-3fe73f3cfcfe,reference,case,0,0,partial_or_wording_sensitive,"[[2, 0], [2, 2]]",False,True,,"Medical question:
What definitive emergency management is required for a 20-year-old woman with a positive pregnancy test, blood pressure of 70/40 mmHg, and pulse of 120/min?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-24ee7b54-bd3e-4152-9a09-3fe73f3cfcfe,rl,case,0,0,partial_or_wording_sensitive,"[[2, 0], [2, 2]]",False,True,,"Medical question:
What definitive emergency management is required for a 20-year-old woman with a positive pregnancy test, blood pressure of 70/40 mmHg, and pulse of 120/min?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-f20f293f-58fc-4b88-ba1d-d37764178ff4,reference,case,2,2,partial_or_wording_sensitive,"[[0, 1], [0, 1]]",False,True,,"Medical question:
What characteristic limb blood-pressure pattern is usually produced by coarctation of the aorta?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-f20f293f-58fc-4b88-ba1d-d37764178ff4,rl,case,2,2,partial_or_wording_sensitive,"[[0, 2], [0, 1]]",False,True,,"Medical question:
What characteristic limb blood-pressure pattern is usually produced by coarctation of the aorta?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-7f8086d8-e91b-40fc-8d8c-55cc74f84d6c,reference,case,2,1,some_facts_consistently_wrong,"[[0, 0], [2, 1]]",False,True,,"Medical question:
What enzyme is most likely deficient in an adolescent male with exercise-induced calf pain and excessive glycogen accumulation in skeletal muscle?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-7f8086d8-e91b-40fc-8d8c-55cc74f84d6c,rl,case,2,1,some_facts_consistently_wrong,"[[0, 0], [2, 1]]",False,True,,"Medical question:
What enzyme is most likely deficient in an adolescent male with exercise-induced calf pain and excessive glycogen accumulation in skeletal muscle?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-fca6dd3f-4e3a-49fe-a893-e4c69ee343b3,reference,case,2,1,partial_or_wording_sensitive,"[[2, 1], [2, 2]]",False,True,,"Medical question:
What immediate treatment should be performed for a debris-contaminated permanent central incisor that was avulsed 20 minutes earlier in an 8-year-old child?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-fca6dd3f-4e3a-49fe-a893-e4c69ee343b3,rl,case,2,1,partial_or_wording_sensitive,"[[2, 1], [2, 2]]",False,True,,"Medical question:
What immediate treatment should be performed for a debris-contaminated permanent central incisor that was avulsed 20 minutes earlier in an 8-year-old child?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-92b73e84-c02c-43db-8ddc-a5b7954ae6ab,reference,case,0,0,some_facts_consistently_wrong,"[[2, 0], [0, 0]]",False,True,,"Medical question:
What antimicrobial regimen is preferred for severe Burkholderia cepacia pneumonia, subject to culture susceptibility results?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-92b73e84-c02c-43db-8ddc-a5b7954ae6ab,rl,case,0,0,some_facts_consistently_wrong,"[[2, 0], [0, 0]]",False,True,,"Medical question:
What antimicrobial regimen is preferred for severe Burkholderia cepacia pneumonia, subject to culture susceptibility results?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a318b5cf-a25d-4860-878c-e1d0295fa46f,reference,case,0,0,all_probed_facts_wrong,"[[0, 0], [0, 0]]",False,True,,"Medical question:
Which enzyme is most likely defective in a child who was normal at birth but develops chronic liver failure and muscle weakness at 3 months, with fasting ketotic hypoglycemia, elevated aminotransferases, normal lactate and uric acid, hepatic glycogen accumulation, and a glucose response to glucagon after meals but not after an overnight fast?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a318b5cf-a25d-4860-878c-e1d0295fa46f,rl,case,0,0,all_probed_facts_wrong,"[[0, 0], [0, 0]]",False,True,,"Medical question:
Which enzyme is most likely defective in a child who was normal at birth but develops chronic liver failure and muscle weakness at 3 months, with fasting ketotic hypoglycemia, elevated aminotransferases, normal lactate and uric acid, hepatic glycogen accumulation, and a glucose response to glucagon after meals but not after an overnight fast?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-6e814124-0dfa-4060-a9a5-c6510f5301d4,reference,case,2,2,some_facts_consistently_wrong,"[[0, 0], [1, 2]]",False,True,,"Medical question:
What definitive prenatal diagnostic test should be used in the current pregnancy of a 38-year-old woman who previously had a child with Down syndrome?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-6e814124-0dfa-4060-a9a5-c6510f5301d4,rl,case,2,2,some_facts_consistently_wrong,"[[0, 0], [1, 2]]",False,True,,"Medical question:
What definitive prenatal diagnostic test should be used in the current pregnancy of a 38-year-old woman who previously had a child with Down syndrome?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-d50419e1-2a30-4eee-bc64-d8ed11d958cb,reference,case,1,0,partial_or_wording_sensitive,"[[1, 0], [0, 2]]",False,True,,"Medical question:
A 4-year-old boy has recurrent chest infections. Two sweat chloride measurements are 36 and 42 mmol/L. What investigation should be performed next to confirm or exclude cystic fibrosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-d50419e1-2a30-4eee-bc64-d8ed11d958cb,rl,case,1,0,partial_or_wording_sensitive,"[[1, 1], [0, 2]]",False,True,,"Medical question:
A 4-year-old boy has recurrent chest infections. Two sweat chloride measurements are 36 and 42 mmol/L. What investigation should be performed next to confirm or exclude cystic fibrosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-8e64201e-6d6b-4187-98df-bb12e0945c78,reference,case,2,2,partial_or_wording_sensitive,"[[2, 2], [0, 2]]",False,True,,"Medical question:
A 10-month-old boy who appeared normal at birth develops coarse facial features, macroglossia, thick lips, copious nasal mucus, and hepatosplenomegaly. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-8e64201e-6d6b-4187-98df-bb12e0945c78,rl,case,2,2,partial_or_wording_sensitive,"[[2, 2], [0, 2]]",False,True,,"Medical question:
A 10-month-old boy who appeared normal at birth develops coarse facial features, macroglossia, thick lips, copious nasal mucus, and hepatosplenomegaly. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-5ef662e7-6d00-4ca1-a592-b862a54a5efa,reference,case,0,1,some_facts_consistently_wrong,"[[0, 0], [1, 0]]",False,True,,"Medical question:
A patient has natural mandibular teeth and seven maxillary implants, with 15 mm of vertical restorative space. What is the ideal maxillary prosthetic treatment?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-5ef662e7-6d00-4ca1-a592-b862a54a5efa,rl,case,0,0,some_facts_consistently_wrong,"[[0, 0], [1, 0]]",False,True,,"Medical question:
A patient has natural mandibular teeth and seven maxillary implants, with 15 mm of vertical restorative space. What is the ideal maxillary prosthetic treatment?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-930d4945-04ef-4c32-9c9d-279e8226f852,reference,case,0,0,some_facts_consistently_wrong,"[[0, 0], [0, 1]]",False,True,,"Medical question:
A 46-year-old man receives a subarachnoid block with hyperbaric bupivacaine. Ten minutes later, his blood pressure is 72/44 mm Hg and heart rate is 52/min, with a sensory block at T6. What mechanism most likely explains the bradycardia?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-930d4945-04ef-4c32-9c9d-279e8226f852,rl,case,0,0,some_facts_consistently_wrong,"[[0, 0], [0, 1]]",False,True,,"Medical question:
A 46-year-old man receives a subarachnoid block with hyperbaric bupivacaine. Ten minutes later, his blood pressure is 72/44 mm Hg and heart rate is 52/min, with a sensory block at T6. What mechanism most likely explains the bradycardia?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-9a17b183-56ee-4cb1-865c-ee83d2b40d52,reference,case,2,2,some_facts_consistently_wrong,"[[0, 0], [2, 2]]",False,True,,"Medical question:
A person who regularly consumes raw eggs develops weakness, fatigue, and hypoglycemia and is treated with vitamins. Reduced activity of which enzyme explains the hypoglycemia?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-9a17b183-56ee-4cb1-865c-ee83d2b40d52,rl,case,1,0,some_facts_consistently_wrong,"[[0, 0], [2, 2]]",False,True,,"Medical question:
A person who regularly consumes raw eggs develops weakness, fatigue, and hypoglycemia and is treated with vitamins. Reduced activity of which enzyme explains the hypoglycemia?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-621316dd-5ef8-4ba1-953c-6f214b414b56,reference,case,0,0,all_probed_facts_wrong,"[[0, 0], [0, 0]]",False,True,,"Medical question:
A woman at 20 weeks of pregnancy presents with vaginal bleeding. Speculum examination shows an open cervical os, but no products of conception have passed. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-621316dd-5ef8-4ba1-953c-6f214b414b56,rl,case,0,0,all_probed_facts_wrong,"[[0, 0], [0, 0]]",False,True,,"Medical question:
A woman at 20 weeks of pregnancy presents with vaginal bleeding. Speculum examination shows an open cervical os, but no products of conception have passed. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-d2198d20-fa7b-4abd-a3f6-d849ee0973fb,reference,case,0,0,partial_or_wording_sensitive,"[[0, 2], [0, 2]]",False,True,,"Medical question:
During modified radical neck dissection for laryngeal malignancy, the internal jugular vein is elevated for ligation. The patient's end-tidal carbon dioxide suddenly falls from 39 to 12 mm Hg, followed by hypotension and cardiac arrhythmia. What is the most likely cause of this deterioration?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-d2198d20-fa7b-4abd-a3f6-d849ee0973fb,rl,case,0,0,partial_or_wording_sensitive,"[[0, 2], [0, 2]]",False,True,,"Medical question:
During modified radical neck dissection for laryngeal malignancy, the internal jugular vein is elevated for ligation. The patient's end-tidal carbon dioxide suddenly falls from 39 to 12 mm Hg, followed by hypotension and cardiac arrhythmia. What is the most likely cause of this deterioration?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a0f45cea-4081-4953-943a-04c0b89c02b7,reference,case,0,0,partial_or_wording_sensitive,"[[2, 0]]",True,False,,"Medical question:
An older man develops renal allograft nephropathy two months after kidney transplantation. What viral pathogen is a likely cause?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a0f45cea-4081-4953-943a-04c0b89c02b7,rl,case,0,0,partial_or_wording_sensitive,"[[2, 0]]",True,False,,"Medical question:
An older man develops renal allograft nephropathy two months after kidney transplantation. What viral pathogen is a likely cause?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-3754573b-da5e-4350-9604-2bff0e3a30b3,reference,case,1,2,partial_or_wording_sensitive,"[[0, 2], [1, 2]]",False,False,,"Medical question:
A 6-year-old child has bed-wetting only at night but remains continent during the day. Growth and development are normal, urine microscopy is normal, and urine specific gravity is 1.020. What is the appropriate management?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-3754573b-da5e-4350-9604-2bff0e3a30b3,rl,case,1,2,partial_or_wording_sensitive,"[[0, 2], [1, 2]]",False,False,,"Medical question:
A 6-year-old child has bed-wetting only at night but remains continent during the day. Growth and development are normal, urine microscopy is normal, and urine specific gravity is 1.020. What is the appropriate management?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-8ecd6b53-cf1a-4e9c-8f2c-48e457979779,reference,case,2,1,partial_or_wording_sensitive,"[[2, 0], [1, 1]]",False,False,,"Medical question:
A 10-year-old boy has polyuria and polydipsia. Laboratory results show sodium 154 mEq/L, potassium 4.5 mEq/L, bicarbonate 22 mEq/L, serum osmolality 295 mOsm/kg, blood urea 50 mg/dL, and urine specific gravity 1.005. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-8ecd6b53-cf1a-4e9c-8f2c-48e457979779,rl,case,2,1,partial_or_wording_sensitive,"[[2, 0], [1, 1]]",False,False,,"Medical question:
A 10-year-old boy has polyuria and polydipsia. Laboratory results show sodium 154 mEq/L, potassium 4.5 mEq/L, bicarbonate 22 mEq/L, serum osmolality 295 mOsm/kg, blood urea 50 mg/dL, and urine specific gravity 1.005. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-c9aa8c5b-b009-4c7e-a8d4-05cf46db9282,reference,case,2,2,partial_or_wording_sensitive,"[[1, 0]]",False,True,,"Medical question:
A patient receiving 3 mg of epidural morphine daily is mistakenly given 12 mg. What effect on the respiratory center may result from this overdose?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-c9aa8c5b-b009-4c7e-a8d4-05cf46db9282,rl,case,2,2,partial_or_wording_sensitive,"[[1, 0]]",False,True,,"Medical question:
A patient receiving 3 mg of epidural morphine daily is mistakenly given 12 mg. What effect on the respiratory center may result from this overdose?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-4ec7c6a9-4bb5-4c6e-adae-691e30948d47,reference,case,0,0,partial_or_wording_sensitive,"[[0, 2]]",False,False,,"Medical question:
A mother reports that her 10-month-old child has not yet developed any erupted teeth. No other abnormalities are described. What is the appropriate management?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-4ec7c6a9-4bb5-4c6e-adae-691e30948d47,rl,case,0,0,partial_or_wording_sensitive,"[[0, 2]]",False,False,,"Medical question:
A mother reports that her 10-month-old child has not yet developed any erupted teeth. No other abnormalities are described. What is the appropriate management?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a4ae6ca7-78a0-48fd-956c-4259c141d158,reference,case,0,0,all_probed_facts_wrong,"[[0, 0]]",False,True,,"Medical question:
A man has fluent speech and preserved comprehension and understanding of written words, but he has difficulty naming objects and poor repetition. What type of aphasia is most likely?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-a4ae6ca7-78a0-48fd-956c-4259c141d158,rl,case,0,0,all_probed_facts_wrong,"[[0, 0]]",False,True,,"Medical question:
A man has fluent speech and preserved comprehension and understanding of written words, but he has difficulty naming objects and poor repetition. What type of aphasia is most likely?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-08fc1a87-43dd-42aa-97ba-3510c4944fdb,reference,case,2,2,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical question:
During an autopsy for suspected myocardial infarction, the heart is stained with triphenyltetrazolium chloride. What color will the viable myocardium become?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-08fc1a87-43dd-42aa-97ba-3510c4944fdb,rl,case,0,0,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical question:
During an autopsy for suspected myocardial infarction, the heart is stained with triphenyltetrazolium chloride. What color will the viable myocardium become?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-4032c899-2223-435f-a007-c513fd59a065,reference,case,0,1,partial_or_wording_sensitive,"[[1, 0], [2, 2]]",False,False,,"Medical question:
A child has a total bilirubin level of 4 mg/dL, with normal conjugated bilirubin and alkaline phosphatase. Bile salts and bilirubin are absent from the urine, but urinary urobilinogen is increased. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-4032c899-2223-435f-a007-c513fd59a065,rl,case,0,1,partial_or_wording_sensitive,"[[1, 0], [2, 2]]",False,False,,"Medical question:
A child has a total bilirubin level of 4 mg/dL, with normal conjugated bilirubin and alkaline phosphatase. Bile salts and bilirubin are absent from the urine, but urinary urobilinogen is increased. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-ad195e5d-7f52-42cc-a183-b05e3181d0ab,reference,case,0,0,partial_or_wording_sensitive,"[[1, 2], [2, 1]]",False,True,,"Medical question:
A 40-year-old woman with a history of nephrotic syndrome and recent prolonged air travel develops acute shortness of breath. Her blood pressure is 90/60 mm Hg, heart rate is 115/min, and ECG shows sinus tachycardia. Echocardiography reveals right ventricular dilation with leftward bowing of the interventricular septum. What is the primary treatment modality?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-ad195e5d-7f52-42cc-a183-b05e3181d0ab,rl,case,0,0,partial_or_wording_sensitive,"[[1, 2], [2, 1]]",False,True,,"Medical question:
A 40-year-old woman with a history of nephrotic syndrome and recent prolonged air travel develops acute shortness of breath. Her blood pressure is 90/60 mm Hg, heart rate is 115/min, and ECG shows sinus tachycardia. Echocardiography reveals right ventricular dilation with leftward bowing of the interventricular septum. What is the primary treatment modality?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-36dd849c-4867-4ca6-8f5e-c8419e4634bb,reference,case,2,1,all_probed_facts_correct,"[[2, 2], [2, 2]]",False,True,,"Medical question:
A boy has had fever, headache, and vomiting for three days and disorientation for one day. He has neck rigidity, develops a generalized tonic-clonic seizure, and becomes unconscious. Contrast-enhanced CT is normal. CSF contains 300 cells/mm³ with 50–70% polymorphs, protein 70 mg/dL, and glucose 50 mg/dL with simultaneous blood glucose of 95 mg/dL. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
